mine_cluster_mini,shapeGroup_primary_admin0,commodity_mineral__1,commodity_mineral__2,commodity_mineral__3,commodity_mineral__4,commodity_mineral__5,commodity_mineral__6,commodity_mineral__7,commodity_mineral__8,commodity_mineral__9,commodity_mineral__10,commodity_mineral__11,commodity_mineral__12,commodity_mineral__13,commodity_mineral__14,commodity_mineral__15,process_binary,mine_output_approx_copper,export_country_code,import_country_code,export_continent,export_landlocked,import_continent,import_landlocked,trade_value_thousandUSD,trade_quantity_tons,trade_quantity_tons_fraction,mine_output_approx_copper_export,id,iso3
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,72.58627283285374,port955_land,AUS
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,2.6620412517808143,port446_land,AUT
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,9.886225847746495,port1355_land,BGR
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.002728838471763548,port506_land,BRA
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.00047458060378496484,port1350_land,CAN
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,11923.223918731397,port1195_land,CHN
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.0003559354528387236,port446_land,DEU
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.013050966604086533,port635_land,ESP
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.003084773924602271,port586_land,FIN
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.09064489532292828,port493_land,GBR
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,61.992091369411035,port1016_land,GEO
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,952.8818008584528,port535_land,KHM
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,149.06517442310272,port672_land,MYS
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.008305160566236884,port1114_land,NLD
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.0009491612075699297,port1095_land,RUS
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.0021356127170323413,port1406_land,TUR
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,247.52036138767113,port541_land,TWN
mine_1687,ZAF,Zinc,Copper,Silver,,,,,,,,,,,,,0.0,17879.2965435339,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.03203419075548513,port812_land,USA
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,23.69996243738517,port955_land,AUS
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,0.8691764325639736,port446_land,AUT
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,3.2279268805912404,port1355_land,BGR
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.0008909862258310554,port506_land,BRA
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.00015495412623148792,port1350_land,CAN
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,3893.022027142385,port1195_land,CHN
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.00011621559467361593,port446_land,DEU
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.004261238471365917,port635_land,ESP
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.0010072018205046713,port586_land,FIN
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.029596238110214192,port493_land,GBR
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,20.24088273898811,port1016_land,GEO
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,311.1230540740992,port535_land,KHM
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,48.67089735665257,port672_land,MYS
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.0027116972090510385,port1114_land,NLD
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.00030990825246297583,port1095_land,RUS
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.0006972935680416955,port1406_land,TUR
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,80.81725426078991,port541_land,TWN
mine_1701,ZAF,Silver,Copper,Phosphate,Lanthanides,,,,,,,,,,,,0.0,5837.724406436706,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.010459403520625434,port812_land,USA
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,109.47341824892229,port955_land,AUS
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,4.014846664232951,port446_land,AUT
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,14.910242596776522,port1355_land,BGR
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.004115589128553633,port506_land,BRA
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.0007157546310528057,port1350_land,CAN
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,17982.409455525136,port1195_land,CHN
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.0005368159732896044,port446_land,DEU
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.019683252353952158,port635_land,ESP
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.004652405101843237,port586_land,FIN
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.1367091345310859,port493_land,GBR
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,93.49544868127275,port1016_land,GEO
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,1437.1205994744078,port535_land,KHM
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,224.81763492039747,port672_land,MYS
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.0125257060434241,port1114_land,NLD
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.0014315092621056114,port1095_land,RUS
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.0032208958397376255,port1406_land,TUR
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,373.3061223533772,port541_land,TWN
mine_1740,ZAF,Copper,Silver,,,,,,,,,,,,,,0.0,26965.259850356822,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.04831343759606439,port812_land,USA
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,77.49745367627403,port955_land,AUS
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,2.842154729025276,port446_land,AUT
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,10.555127020134606,port1355_land,BGR
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.0029134714430441386,port506_land,BRA
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.0005066906857468067,port1350_land,CAN
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,12729.948201659177,port1195_land,CHN
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.00038001801431010505,port446_land,DEU
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.013933993858037185,port635_land,ESP
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.0032934894573542436,port586_land,FIN
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.0967779209776401,port493_land,GBR
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,66.18647082567664,port1016_land,GEO
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,1017.3536997971971,port535_land,KHM
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,159.15091102971482,port672_land,MYS
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.008867087000569119,port1114_land,NLD
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.0010133813714936135,port1095_land,RUS
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.00228010808586063,port1406_land,TUR
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,264.2675672953616,port541_land,TWN
mine_1741,ZAF,Copper,,,,,,,,,,,,,,,0.0,19089.008177035637,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.03420162128790946,port812_land,USA
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,33.232820403527384,port955_land,AUS
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,1.2187860786147342,port446_land,AUT
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,4.526298916372569,port1355_land,BGR
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.0012493684453420192,port506_land,BRA
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.00021728146875513377,port1350_land,CAN
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,5458.915903213268,port1195_land,CHN
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.00016296110156635031,port446_land,DEU
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.005975240390766179,port635_land,ESP
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.0014123295469083692,port586_land,FIN
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.041500760532230556,port493_land,GBR
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,28.38239185613935,port1016_land,GEO
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,436.26636990494063,port535_land,KHM
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,68.24783773415157,port672_land,MYS
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.0038024257032148413,port1114_land,NLD
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.00043456293751026754,port1095_land,RUS
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.0009777666093981018,port1406_land,TUR
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,113.32445371805255,port541_land,TWN
mine_1747,ZAF,Copper,,,,,,,,,,,,,,,0.0,8185.837731893222,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.01466649914097153,port812_land,USA
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,AUS,Africa,0,Oceania,0,2243.85,611.793,0.004059794671234131,413.31078099804125,port955_land,AUS
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,AUT,Africa,0,Europe,1,8.716,22.437,0.00014888959670751416,15.157829516279286,port446_land,AUT
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,BGR,Africa,0,Europe,0,225.105,83.326,0.000552942663245992,56.29278879856877,port1355_land,BGR
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,BRA,Africa,0,South America,0,0.053,0.023,1.5262560610923142e-07,0.015538177067986965,port506_land,BRA
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,CAN,Africa,0,North America,0,0.049,0.004,2.6543583671170682e-08,0.002702291663997733,port1350_land,CAN
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,CHN,Africa,0,Asia,0,204446.308,100494.827,0.6668732122485806,67891.58331924857,port1195_land,CHN
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,DEU,Africa,0,Europe,0,0.014,0.003,1.990768775337801e-08,0.0020267187479983,port446_land,DEU
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,ESP,Africa,0,Europe,0,1.532,0.11,7.299485509571937e-07,0.07431302075993766,port635_land,ESP
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,FIN,Africa,0,Europe,0,0.075,0.026,1.725332938626094e-07,0.017564895815985263,port586_land,FIN
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,GBR,Africa,0,Europe,0,0.927,0.764,5.069824481193601e-06,0.516137707823567,port493_land,GBR
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,GEO,Africa,0,Europe,0,489.528,522.5,0.0034672556170466705,352.9868486097039,port1016_land,GEO
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,KHM,Africa,0,Asia,0,3695.596,8031.359,0.05329526240242743,5425.7686190682925,port535_land,KHM
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,MYS,Africa,0,Asia,0,481.576,1256.395,0.008337306451635123,848.786433797108,port672_land,MYS
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,NLD,Africa,0,Europe,0,2.543,0.07,4.6451271424548695e-07,0.04729010411996033,port1114_land,NLD
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,RUS,Africa,0,Europe,0,2.018,0.008,5.3087167342341363e-08,0.005404583327995466,port1095_land,RUS
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,TUR,Africa,0,Asia,0,0.134,0.018,1.1944612652026805e-07,0.012160312487989797,port1406_land,TUR
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,TWN,Africa,0,Asia,0,2493.233,2086.224,0.013843965325201097,1409.3964311080017,port541_land,TWN
mine_1759,ZAF,Zinc,Lead,Copper,Silver,IronOre,,,,,,,,,,,0.0,101805.8336611392,ZAF,USA,Africa,0,North America,0,0.02,0.27,1.7916918978040211e-06,0.182404687319847,port812_land,USA
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,ARE,Africa,0,Asia,0,0.094,0.04,0.0011156978690170702,110.9391971983312,port747_land,ARE
mine_1990,NAM,Zinc,Lead,Silver,IronOre,Copper,,,,,,,,,,,0.0,99434.80244886425,NAM,CHN,Africa,0,Asia,0,0.162,0.001,2.7892446725426758e-05,2.77347992995828,port1195_land,CHN
